REALCURRENTTIME;CORE_TEMP;CORE_IODINE_CUMULATIVE;CORE_XENON_CUMULATIVE;RODS_POS_ACTUAL;ROD_BANK_POS_0_ORDERED
622001;326.4154;9.9221;0;75;75
623000;326.4069;9.9221;0;75;75
624001;326.3983;9.9221;0;75;75
625000;326.3898;9.9221;0;75;75
626000;326.3814;9.9221;0;75;75
627000;326.3814;9.9221;0;75;75
628001;326.3814;10.08265;0;75;75
629000;326.3814;10.08265;0;75;75
630000;326.3814;10.08265;0;75;75
631000;326.3731;10.08265;0;75;75
632000;326.3731;10.08265;0;75;75
633001;326.3731;10.08265;0;75;75
634001;326.3731;10.08265;0;75;75
635000;326.3651;10.08265;0;75;75
636000;326.3569;10.08265;0;75;75
637000;326.0489;10.08265;0;75;75
638000;326.3609;10.24304;0;75;75
639000;326.3609;10.24304;0;75;75
640000;326.3609;10.24304;0;75;75
641001;326.3609;10.24304;0;75;75
642000;326.3609;10.24304;0;75;75
643001;326.3528;10.24304;0;75;75
644001;326.3528;10.24304;0;75;75
645000;326.3528;10.24304;0;75;75
646001;326.3528;10.24304;0;75;75
647000;326.0449;10.24304;0;75;75
648000;326.3569;10.40325;0;75;75
649001;326.3569;10.40325;0;75;75
650000;326.349;10.40325;0;75;75
651000;326.3412;10.40325;0;75;75
652001;326.3332;10.40325;0;75;75
653001;326.3332;10.40325;0;75;75
654000;326.3332;10.40325;0;75;75
655000;326.3252;10.40325;0;75;75
656000;326.3173;10.40325;0;75;75
657001;326.0093;10.40325;0;75;75
658000;326.3415;10.5633;0;75;75
659000;326.3415;10.5633;0;75;75
660000;326.3415;10.5633;0;75;75
661000;326.3415;10.5633;0;75;75
662001;326.3335;10.5633;0;75;75
663000;326.3335;10.5633;0;75;75
664000;326.3257;10.5633;0;75;75
665001;326.3179;10.5633;0;75;75
666000;326.3101;10.5633;0;75;75
667000;326.0022;10.5633;0;75;75
668001;326.3344;10.72318;0;75;75
669000;326.3344;10.72318;0;75;75
670000;326.3344;10.72318;0;75;75
671000;326.3344;10.72318;0;75;75
672001;326.3264;10.72318;0;75;75
673000;326.3183;10.72318;0;75;75
674000;326.3183;10.72318;0;75;75
675001;326.3102;10.72318;0;75;75
676000;326.3021;10.72318;0;75;75
677000;326.3021;10.72318;0;75;75
678000;326.3021;10.88289;0;75;75
679000;326.2938;10.88289;0;75;75
680000;326.2938;10.88289;0;75;75
681001;326.2938;10.88289;0;75;75
682001;326.2938;10.88289;0;75;75
683000;326.2854;10.88289;0;75;75
684000;326.2854;10.88289;0;75;75
685000;326.2854;10.88289;0;75;75
686000;326.2769;10.88289;0;75;75
687000;326.1683;10.88289;0;75;75
688000;326.4095;11.04243;0;75;75
689000;326.4095;11.04243;0;75;75
690000;326.4095;11.04243;0;75;75
691000;326.4007;11.04243;0;75;75
692000;326.4007;11.04243;0;75;75
693000;326.4007;11.04243;0;75;75
694000;326.4007;11.04243;0;75;75
695000;326.392;11.04243;0;75;75
696001;326.392;11.04243;0;75;75
697000;326.0834;11.04243;0;75;75
698000;326.3648;11.2018;0;75;75
699001;326.3648;11.2018;0;75;75
700000;326.3648;11.2018;0;75;75
701001;326.3564;11.2018;0;75;75
702000;326.3479;11.2018;0;75;75
703000;326.3394;11.2018;0;75;75
704000;326.3394;11.2018;0;75;75
705001;326.3312;11.2018;0;75;75
706001;326.3229;11.2018;0;75;75
707000;326.0147;11.2018;0;75;75
708000;326.3365;11.361;0;75;75
