REALCURRENTTIME;CORE_TEMP;CORE_IODINE_CUMULATIVE;CORE_XENON_CUMULATIVE;RODS_POS_ACTUAL;ROD_BANK_POS_0_ORDERED
414000;351.3282;8.200138;0;75.0223;75.0223
415000;351.3282;8.200138;0;75.0223;75.1422
416000;351.3282;8.200138;0;75.1422;75.1422
417000;351.3282;8.200138;0;75.1422;75.1422
418000;351.3282;8.200138;0;75.1422;75.1422
419000;351.3282;8.200138;0;75.1422;75.1422
420001;351.3282;8.361971;0;75.1422;75.1422
421000;351.3282;8.361971;0;75.1422;75.1422
422000;351.3282;8.361971;0;75.1422;75.1422
423000;351.3282;8.361971;0;75.1422;75.1422
424000;351.3282;8.361971;0;75.1422;75.1422
425000;351.3271;8.361971;0;75.1422;75.2677
426000;351.326;8.361971;0;75.2677;75.2677
427000;351.325;8.361971;0;75.2677;75.2677
428000;351.324;8.361971;0;75.2677;75.2677
429000;351.3231;8.361971;0;75.2677;75.2677
430000;351.3222;8.522547;0;75.2677;75.2677
431000;351.3214;8.522547;0;75.2677;75.2677
432000;351.3214;8.522547;0;75.2677;75.2677
433000;351.3214;8.522547;0;75.2677;75.2677
434000;351.3214;8.522547;0;75.2677;75.2677
435000;351.3214;8.522547;0;75.2677;75.3873
436000;351.3214;8.522547;0;75.3873;75.3873
437001;351.3214;8.522547;0;75.3873;75.3873
438000;351.3214;8.522547;0;75.3873;75.3873
439000;351.3214;8.522547;0;75.3873;75.3873
440000;351.3214;8.681857;0;75.3873;75.3873
441000;351.3214;8.681857;0;75.3873;75.3873
442000;351.3209;8.681857;0;75.3873;75.3873
443000;351.3204;8.681857;0;75.3873;75.3873
444000;351.3199;8.681857;0;75.3873;75.3873
445000;351.3195;8.681857;0;75.3873;75.5119
446000;351.3191;8.681857;0;75.5119;75.5119
447000;351.3191;8.681857;0;75.5119;75.5119
448000;351.3191;8.681857;0;75.5119;75.5119
449000;351.3191;8.681857;0;75.5119;75.5119
450000;351.3191;8.839921;0;75.5119;75.5119
451000;351.3191;8.839921;0;75.5119;75.5119
452000;351.3191;8.839921;0;75.5119;75.5119
453000;351.3191;8.839921;0;75.5119;75.5119
454000;351.3191;8.839921;0;75.5119;75.5119
455000;351.3191;8.839921;0;75.5119;75.6376
456000;351.3191;8.839921;0;75.6376;75.6376
457000;351.3188;8.839921;0;75.6376;75.6376
458000;351.3185;8.839921;0;75.6376;75.6376
459000;351.3185;8.839921;0;75.6376;75.6376
460000;351.3183;8.996701;0;75.6376;75.6376
461000;351.3181;8.996701;0;75.6376;75.6376
462000;351.3178;8.996701;0;75.6376;75.6376
463000;351.3176;8.996701;0;75.6376;75.6376
464000;351.3176;8.996701;0;75.6376;75.6376
465000;351.3176;8.996701;0;75.6376;75.7632
466001;351.3176;8.996701;0;75.7632;75.7632
467000;351.3176;8.996701;0;75.7632;75.7632
468000;351.3176;8.996701;0;75.7632;75.7632
469000;351.3176;8.996701;0;75.7632;75.7632
470000;351.3176;9.152197;0;75.7632;75.7632
471001;351.3176;9.152197;0;75.7632;75.7632
472000;351.3176;9.152197;0;75.7632;75.7632
473000;351.3176;9.152197;0;75.7632;75.7632
474000;351.3176;9.152197;0;75.7632;75.7632
475000;351.3176;9.152197;0;75.7632;75.8907
476000;351.3176;9.152197;0;75.8907;75.8907
