REALCURRENTTIME;CORE_TEMP;RODS_POS_ACTUAL;ROD_BANK_POS_0_ORDERED
83400;146.0016;70;70
83700;147.5423;70;70
84000;147.5423;70;70
84301;147.5423;70;70
84600;149.0631;70;70
84900;149.0631;70;70
85200;149.0631;70;70
85500;149.0631;70;70
85800;150.5939;70;70
86100;150.5939;70;70
86400;150.5939;70;70
86701;152.1048;70;70
87000;152.1048;70;70
87300;152.1048;70;70
87600;153.6156;70;70
87900;153.6156;70;70
88200;153.6156;70;70
88500;153.6156;70;70
88800;155.1066;70;70
89100;155.1066;70;70
89401;155.1066;70;70
89700;156.6076;70;70
90001;156.6076;70;70
90300;156.6076;70;70
90600;158.0886;70;70
90900;158.0886;70;70
91200;158.0886;70;70
91500;158.0886;70;70
91800;159.5697;70;70
92100;159.5697;70;70
92400;159.5697;70;70
92700;161.0308;70;70
93000;161.0308;70;70
93300;161.0308;70;70
93601;162.4919;70;70
93901;162.4919;70;70
94201;162.4919;70;70
94500;162.4919;70;70
94800;163.9432;70;70
95100;163.9432;70;70
95400;163.9432;70;70
95701;165.3944;70;70
96000;165.3944;70;70
96300;165.3944;70;70
96600;166.8357;70;70
96900;166.8357;70;70
97201;166.8357;70;70
97500;166.8357;70;70
97800;168.267;70;70
98100;168.267;70;70
98400;168.267;70;70
98701;169.6884;70;70
99001;169.6884;70;70
99300;169.6884;70;70
99600;171.0998;70;70
99900;171.0998;70;70
100200;171.0998;70;70
100500;171.0998;70;70
100800;172.5112;70;70
101100;172.5112;70;70
101400;172.5112;70;70
101701;173.9127;70;70
102000;173.9127;70;70
102300;173.9127;70;70
102600;175.3143;70;70
102901;175.3143;70;70
103200;175.3143;70;70
103501;175.3143;70;70
103801;176.6958;70;70
104100;176.6958;70;70
104400;176.6958;70;70
104700;178.0775;70;70
105000;178.0775;70;70
105301;178.0775;70;70
105600;179.4491;70;70
105901;179.4491;70;70
106200;179.4491;70;70
106500;179.4491;70;70
106800;180.8208;70;70
107100;180.8208;70;70
107400;180.8208;70;70
107700;182.1726;70;70
108000;182.1726;70;70
108301;182.1726;70;70
108600;182.1726;70;70
108900;183.5244;70;70
109200;183.5244;70;70
109501;183.5244;70;70
109800;184.8762;70;70
110100;184.8762;70;70
110401;184.8762;70;70
110700;186.2081;70;70
111000;186.2081;70;70
111301;186.2081;70;70
111600;186.2081;70;70
111901;187.54;70;70
112201;187.54;70;70
112500;187.54;70;70
112800;188.8719;70;70
113100;188.8719;70;70
113400;188.8719;70;70
113701;190.1839;70;70
114000;190.1839;70;70
114300;190.1839;70;70
114600;190.1839;70;70
114901;191.496;70;70
115201;191.496;70;70
115500;191.496;70;70
115800;192.798;70;70
116100;192.798;70;70
116400;192.798;70;70
116700;194.1002;70;70
117001;194.1002;70;70
117300;194.1002;70;70
117600;194.1002;70;70
117900;195.3823;70;70
118200;195.3823;70;70
118500;195.3823;70;70
118800;196.6745;70;70
119100;196.6745;70;70
119401;196.6745;70;70
119700;197.9467;70;70
120000;197.9467;70;70
120301;197.9467;70;70
120601;197.9467;70;70
120901;199.219;70;70
121200;199.219;70;70
121500;199.219;70;70
121800;200.4813;70;70
122101;200.4813;70;70
122400;200.4813;70;70
122700;201.7437;70;70
123000;201.7437;70;70
123300;201.7437;70;70
123601;201.7437;70;70
123901;202.9961;70;70
124201;202.9961;70;70
124500;202.9961;70;70
124800;204.2385;70;70
125100;204.2385;70;70
125400;204.2385;70;70
125700;205.471;70;70
126000;205.471;70;70
126300;205.471;70;70
126600;205.471;70;70
126901;206.7035;70;70
127200;206.7035;70;70
127500;206.7035;70;70
127801;207.9261;70;70
128101;207.9261;70;70
128400;207.9261;70;70
128700;209.1486;70;70
129000;209.1486;70;70
129300;209.1486;70;70
129601;209.1486;70;70
129900;210.3613;70;70
130200;210.3613;70;70
130501;210.3613;70;70
130800;211.5639;70;70
131101;211.5639;70;70
131400;211.5639;70;70
131701;212.7666;70;70
132000;212.7666;70;70
132300;212.7666;70;70
132600;212.7666;70;70
132900;213.9594;70;70
133200;213.9594;70;70
133500;213.9594;70;70
133800;215.1521;70;70
134101;215.1521;70;70
134401;215.1521;70;70
134700;216.335;70;70
135000;216.335;70;70
135300;216.335;70;70
135600;216.335;70;70
135900;217.5078;70;70
136200;217.5078;70;70
136500;217.5078;70;70
136800;218.6707;70;70
137101;218.6707;70;70
137401;218.6707;70;70
137700;218.6707;70;70
138000;219.8336;70;70
138300;219.8336;70;70
138600;219.8336;70;70
138900;220.9966;70;70
139200;220.9966;70;70
139501;220.9966;70;70
139800;222.1496;70;70
140100;222.1496;70;70
140400;222.1496;70;70
140700;222.1496;70;70
141001;223.2926;70;70
141300;223.2926;70;70
141600;223.2926;70;70
141900;224.4356;70;70
142201;224.4356;70;70
142500;224.4356;70;70
142800;225.5687;70;70
143100;225.5687;70;70
143400;225.5687;70;70
143700;225.5687;70;70
144000;226.6919;70;70
144300;226.6919;70;70
144600;226.6919;70;70
144900;227.8151;70;70
145200;227.8151;70;70
145500;227.8151;70;70
145800;228.9283;70;70
146101;228.9283;70;70
146401;228.9283;70;70
146700;228.9283;70;70
147000;230.0415;70;70
147300;230.0415;70;70
147600;230.0415;70;70
147900;231.1448;70;70
148200;231.1448;70;70
148501;231.1448;70;70
148801;232.2381;70;70
149100;232.2381;70;70
149400;232.2381;70;70
149700;232.2381;70;70
150001;233.3315;70;70
150300;233.3315;70;70
150600;233.3315;70;70
150900;234.4249;70;70
151200;234.4249;70;70
151500;234.4249;70;70
151800;235.4983;70;70
152100;235.4983;70;70
152400;235.4983;70;70
152700;235.4983;70;70
153000;236.5817;70;70
153300;236.5817;70;70
153600;236.5817;70;70
153900;237.6452;70;70
154200;237.6452;70;70
154500;237.6452;70;70
154800;238.7087;70;70
155100;238.7087;70;70
155400;238.7087;70;70
155700;238.7087;70;70
156001;239.7723;70;70
156300;239.7723;70;70
156601;239.7723;70;70
156900;240.8259;70;70
157200;240.8259;70;70
157500;240.8259;70;70
157800;241.8695;70;70
158100;241.8695;70;70
158400;241.8695;70;70
158700;241.8695;70;70
159001;242.9132;70;70
159300;242.9132;70;70
159600;242.9132;70;70
159900;243.9469;70;70
160201;243.9469;70;70
160500;243.9469;70;70
160800;244.9806;70;70
161100;244.9806;70;70
161400;244.9806;70;70
161700;244.9806;70;70
162000;246.0043;70;70
162301;246.0043;70;70
162600;246.0043;70;70
162901;247.0281;70;70
163200;247.0281;70;70
163501;247.0281;70;70
163800;247.0281;70;70
164100;248.0419;70;70
164400;248.0419;70;70
164700;248.0419;70;70
165001;249.0558;70;70
165300;249.0558;70;70
165600;249.0558;70;70
165900;250.0597;70;70
166201;250.0597;70;70
166500;250.0597;70;70
166801;250.0597;70;70
167100;251.0536;70;70
167401;251.0536;70;70
167701;251.0536;70;70
168000;252.0475;70;70
168300;252.0475;70;70
168600;252.0475;70;70
168900;253.0415;70;70
169200;253.0415;70;70
169500;253.0415;70;70
169800;253.0415;70;70
170101;254.0255;70;70
170401;254.0255;70;70
170701;254.0255;70;70
171000;254.9996;70;70
171300;254.9996;70;70
171600;254.9996;70;70
171900;255.9736;70;70
172200;255.9736;70;70
172500;255.9736;70;70
172801;255.9736;70;70
173100;256.9478;70;70
173400;256.9478;70;70
173701;256.9478;70;70
174001;257.9119;70;70
174300;257.9119;70;70
174600;257.9119;70;70
174901;258.8661;70;70
175200;258.8661;70;70
175500;258.8661;70;70
175800;258.8661;70;70
176101;259.8203;70;70
176401;259.8203;70;70
176701;259.8203;70;70
177000;260.7645;70;70
177300;260.7645;70;70
177600;260.7645;70;70
177901;261.7088;70;70
178201;261.7088;70;70
178500;261.7088;70;70
178800;261.7088;70;70
179100;262.6531;70;70
179400;262.6531;70;70
179700;262.6531;70;70
180000;263.5874;70;70
180300;263.5874;70;70
180601;263.5874;70;70
180900;264.5117;70;70
181200;264.5117;70;70
181500;264.5117;70;70
181801;264.5117;70;70
182100;265.4361;70;70
182400;265.4361;70;70
182701;265.4361;70;70
183001;266.3605;70;70
183300;266.3605;70;70
183600;266.3605;70;70
183900;267.275;70;70
184200;267.275;70;70
184500;267.275;70;70
184801;267.275;70;70
185100;268.1794;70;70
185401;268.1794;70;70
185701;268.1794;70;70
186000;269.084;70;70
186301;269.084;70;70
186601;269.084;70;70
186900;269.9885;70;70
187200;269.9885;70;70
187500;269.9885;70;70
187800;269.9885;70;70
188100;270.8831;70;70
188400;270.8831;70;70
188700;270.8831;70;70
189000;271.7677;70;70
189301;271.7677;70;70
189600;271.7677;70;70
189901;272.6524;70;70
190200;272.6524;70;70
190500;272.6524;70;70
190801;272.6524;70;70
191100;273.5371;70;70
191400;273.5371;70;70
191700;273.5371;70;70
192001;274.4118;70;70
192300;274.4118;70;70
192600;274.4118;70;70
192900;275.2866;70;70
193200;275.2866;70;70
193500;275.2866;70;70
193800;275.2866;70;70
194100;276.1514;70;70
194400;276.1514;70;70
194700;276.1514;70;70
195000;277.0163;70;70
195300;277.0163;70;70
195600;277.0163;70;70
195900;277.8763;70;70
196201;277.8711;70;70
196500;277.8711;70;70
196800;277.8711;70;70
197100;278.726;70;70
197400;278.726;70;70
197700;278.726;70;70
198000;279.5809;70;70
198300;279.5809;70;70
198600;279.5809;70;70
198900;280.4309;70;70
199200;280.4259;70;70
199500;280.4259;70;70
199801;280.4259;70;70
200101;281.2609;70;70
200400;281.2609;70;70
200700;281.2609;70;70
201000;282.0959;70;70
201300;282.0959;70;70
201600;282.0959;70;70
201900;282.0959;70;70
202200;282.931;70;70
202500;282.931;70;70
202800;282.931;70;70
203100;283.7561;70;70
203400;283.7561;70;70
203700;283.7561;70;70
204000;284.5812;70;70
204300;284.5812;70;70
204600;284.5812;70;70
204900;284.5812;70;70
205200;285.3964;70;70
205500;285.3964;70;70
205800;285.3964;70;70
206100;286.2116;70;70
206400;286.2116;70;70
206700;286.2116;70;70
207001;287.0168;70;70
207300;287.0168;70;70
207600;287.0168;70;70
207900;287.0168;70;70
208201;287.8221;70;70
208500;287.8221;70;70
208801;287.8221;70;70
209100;288.6274;70;70
209400;288.6274;70;70
209700;288.6274;70;70
210000;289.4227;70;70
210301;289.4227;70;70
210600;289.4227;70;70
210900;289.4227;70;70
211200;290.218;70;70
211500;290.218;70;70
211800;290.218;70;70
212100;291.0034;70;70
212400;291.0034;70;70
212701;291.0034;70;70
213001;291.7888;70;70
213300;291.7888;70;70
213600;291.7888;70;70
213900;291.7888;70;70
214200;292.5742;70;70
214500;292.5742;70;70
214800;292.5742;70;70
215100;293.3496;70;70
215400;293.3496;70;70
215701;293.3496;70;70
216000;294.1151;70;70
216300;294.1151;70;70
216600;294.1151;70;70
216900;294.1151;70;70
217200;294.8806;70;70
217501;294.8806;70;70
217800;294.8806;70;70
218100;295.6461;70;70
218400;295.6461;70;70
218700;295.6461;70;70
219000;296.4117;70;70
219301;296.4117;70;70
219600;296.4117;70;70
219900;296.4117;70;70
220200;297.1673;70;70
220500;297.1673;70;70
220800;297.1673;70;70
221100;297.9129;70;70
221400;297.9129;70;70
221700;297.9129;70;70
222000;298.6685;70;70
222300;298.6685;70;70
222600;298.6685;70;70
222900;298.6685;70;70
223200;299.4142;70;70
223500;299.4142;70;70
223800;299.4142;70;70
224100;300.1499;70;70
224400;300.1499;70;70
224700;300.1499;70;70
225001;300.8856;70;70
225301;300.8856;70;70
225600;300.8856;70;70
225900;300.8856;70;70
226200;301.6213;70;70
226501;301.6213;70;70
226801;301.6213;70;70
227100;302.3471;70;70
227401;302.3471;70;70
227700;302.3471;70;70
228001;303.0729;70;70
228300;303.0729;70;70
228600;303.0729;70;70
228900;303.0729;70;70
229201;303.7887;70;70
229500;303.7887;70;70
229800;303.7887;70;70
230100;304.5045;70;70
230400;304.5045;70;70
230700;304.5045;70;70
231000;305.2245;70;70
231300;305.2204;70;70
231600;305.2204;70;70
231900;305.2204;70;70
232200;305.9263;70;70
232501;305.9263;70;70
232800;305.9263;70;70
233100;306.6422;70;70
233400;306.6422;70;70
233701;306.6422;70;70
234001;306.6422;70;70
234300;307.3381;70;70
234600;307.3381;70;70
234900;307.3381;70;70
235201;308.0341;70;70
235500;308.0341;70;70
235800;308.0341;70;70
236100;308.7301;70;70
236400;308.7301;70;70
236700;308.7301;70;70
237000;308.7301;70;70
237300;309.4161;70;70
237600;309.4161;70;70
237900;309.4161;70;70
238200;310.1021;70;70
238500;310.1021;70;70
238800;310.1021;70;70
239100;310.7882;70;70
239400;310.7882;70;70
239700;310.7882;70;70
240000;310.7882;70;70
240300;311.4643;70;70
240600;311.4643;70;70
240900;311.4643;70;70
241200;312.1404;70;70
241500;312.1404;70;70
241800;312.1404;70;70
242100;312.8165;70;70
242400;312.8165;70;70
242700;312.8165;70;70
243001;312.8165;70;70
243301;313.4827;70;70
243600;313.4827;70;70
243900;313.4827;70;70
244200;314.1489;70;70
244500;314.1489;70;70
244800;314.1489;70;70
245100;314.8151;70;70
245400;314.8151;70;70
245700;314.8151;70;70
246000;314.8151;70;70
246300;315.4713;70;70
246601;315.4713;70;70
246900;315.4713;70;70
247200;316.1275;70;70
247501;316.1275;70;70
247800;316.1275;70;70
248101;316.7738;70;70
248400;316.7738;70;70
248701;316.7738;70;70
249001;316.7738;70;70
249300;317.4201;70;70
249601;317.4201;70;70
249900;317.4201;70;70
250201;318.0664;70;70
250500;318.0664;70;70
250800;318.0664;70;70
251100;318.7127;70;70
251401;318.7127;70;70
251701;318.7127;70;70
252000;318.7127;70;70
252300;319.3491;70;70
252600;319.3491;70;70
252900;319.3491;70;70
253200;319.9855;70;70
253500;319.9855;70;70
253800;319.9855;70;70
254100;320.6119;70;70
254400;320.6119;70;70
254700;320.6119;70;70
255000;320.6119;70;70
255300;321.2383;70;70
255600;321.2383;70;70
255900;321.2383;70;70
256201;321.8648;70;70
256500;321.8648;70;70
256800;321.8648;70;70
257101;322.4812;70;70
257401;322.4812;70;70
257700;322.4812;70;70
258001;322.4812;70;70
258300;323.0977;70;70
258600;323.0977;70;70
258900;323.0977;70;70
259201;323.7142;70;70
259500;323.7142;70;70
259800;323.7142;70;70
260100;324.3242;70;70
260400;324.3208;70;70
260700;324.3208;70;70
261001;324.3208;70;70
261301;324.9273;70;70
261600;324.9273;70;70
261901;324.9273;70;70
262200;325.5339;70;70
262500;325.5339;70;70
262800;325.5339;70;70
263100;325.5339;70;70
263400;326.1305;70;70
263700;326.1305;70;70
264000;326.1305;70;70
264301;326.7271;70;70
264601;326.7271;70;70
264900;326.7271;70;70
265201;327.3238;70;70
265500;327.3238;70;70
265800;327.3238;70;70
266101;327.3238;70;70
266400;327.9105;70;70
266700;327.9105;70;70
267000;327.9105;70;70
267301;328.4972;70;70
267600;328.4972;70;70
267900;328.4972;70;70
268200;329.0839;70;70
268500;329.0839;70;70
268800;329.0839;70;70
269100;329.0839;70;70
269400;329.6706;70;70
269700;329.6706;70;70
270000;329.6706;70;70
270300;330.2473;70;70
270600;330.2473;70;70
270900;330.2473;70;70
271200;330.8241;70;70
271500;330.8241;70;70
271800;330.8241;70;70
272100;330.8241;70;70
272401;331.3909;70;70
272700;331.3909;70;70
273001;331.3909;70;70
273300;331.9677;70;70
273600;331.9677;70;70
273900;331.9677;70;70
274200;332.5345;70;70
274501;332.5345;70;70
274800;332.5345;70;70
275100;332.5345;70;70
275400;333.0914;70;70
275700;333.0914;70;70
276000;333.0914;70;70
276301;333.6483;70;70
276601;333.6483;70;70
276900;333.6483;70;70
277201;334.2052;70;70
277500;334.2052;70;70
277800;334.2052;70;70
278100;334.2052;70;70
278401;334.7621;70;70
278700;334.7621;70;70
279000;334.7621;70;70
279300;335.3091;70;70
279600;335.3091;70;70
279901;335.3091;70;70
280200;335.856;70;70
280501;335.856;70;70
280800;335.856;70;70
281101;335.856;70;70
281400;336.403;70;70
281700;336.403;70;70
282000;336.403;70;70
282300;336.95;70;70
282600;336.95;70;70
282900;336.95;70;70
283200;337.4871;70;70
283500;337.4871;70;70
283801;337.4871;70;70
284101;337.4871;70;70
284400;338.0242;70;70
284700;338.0242;70;70
285001;338.0242;70;70
285300;338.5513;70;70
285600;338.5513;70;70
285901;338.5513;70;70
286200;339.0884;70;70
286501;339.0884;70;70
286800;339.0884;70;70
287100;339.0884;70;70
287400;339.6155;70;70
287700;339.6155;70;70
288000;339.6155;70;70
288301;340.1427;70;70
288600;340.1427;70;70
288901;340.1427;70;70
289200;340.6599;70;70
289500;340.6599;70;70
289800;340.6599;70;70
290100;340.6599;70;70
290400;341.177;70;70
290700;341.177;70;70
291000;341.177;70;70
291301;341.6942;70;70
291600;341.6942;70;70
291901;341.6942;70;70
292200;342.2115;70;70
292501;342.2115;70;70
292800;342.2115;70;70
293100;342.2115;70;70
293400;342.7188;70;70
293700;342.7188;70;70
294000;342.7188;70;70
294300;343.2261;70;70
294601;343.2261;70;70
294900;343.2261;70;70
295200;343.7334;70;70
295500;343.7334;70;70
295800;343.7334;70;70
296100;343.7334;70;70
296400;344.2307;70;70
296700;344.2307;70;70
297001;344.2307;70;70
297301;344.7281;70;70
297600;344.7281;70;70
297900;344.7281;70;70
298201;345.2281;70;70
298501;345.2255;70;70
298800;345.2255;70;70
299100;345.2255;70;70
299401;345.7229;70;70
299700;345.7229;70;70
300001;345.7229;70;70
300300;346.2104;70;70
300600;346.2104;70;70
300901;346.2104;70;70
301201;346.7003;70;70
301500;346.6978;70;70
301801;346.6978;70;70
302100;346.6978;70;70
302401;347.1853;70;70
302700;347.1853;70;70
303000;347.1853;70;70
303300;347.6728;70;70
303600;347.6728;70;70
303900;347.6728;70;70
304201;347.6728;70;70
304500;348.1503;70;70
304800;348.1503;70;70
305100;348.1503;70;70
305400;348.6279;70;70
305700;348.6279;70;70
306001;348.6279;70;70
306300;349.1055;70;70
306600;349.1055;70;70
306901;349.1055;70;70
307200;349.1055;70;70
307500;349.5731;70;70
307800;349.5731;70;70
308101;349.5731;70;70
308400;350.0408;70;70
308700;350.0408;70;70
309001;350.0408;70;70
309300;350.5085;70;70
309600;350.5085;70;70
309900;350.5085;70;70
310201;350.5085;70;70
310501;350.9761;70;70
310800;350.9761;70;70
311101;350.9761;70;70
311400;351.4438;70;70
311700;351.4438;70;70
312001;351.4438;70;70
312300;351.9016;70;70
312600;351.9016;70;70
312900;351.9016;70;70
313200;351.9016;70;70
313500;352.3593;70;70
313801;352.3593;70;70
314100;352.3593;70;70
314400;352.8171;70;70
314701;352.8171;70;70
315000;352.8171;70;70
315300;353.2649;70;70
315600;353.2649;70;70
315900;353.2649;70;70
316200;353.2649;70;70
316501;353.7127;70;70
316800;353.7127;70;70
317100;353.7127;70;70
317401;354.1606;70;70
317700;354.1606;70;70
318000;354.1606;70;70
318301;354.6085;70;70
318600;354.6085;70;70
318900;354.6085;70;70
319200;354.6085;70;70
319500;355.0464;70;70
319800;355.0464;70;70
320100;355.0464;70;70
320401;355.4843;70;70
320700;355.4843;70;70
321000;355.4843;70;70
321300;355.9222;70;70
321601;355.9222;70;70
321900;355.9222;70;70
322200;355.9222;70;70
322500;356.3601;70;70
322801;356.3601;70;70
323100;356.3601;70;70
323400;356.7981;70;70
323701;356.7981;70;70
324000;356.7981;70;70
324300;357.226;70;70
324600;357.226;70;70
324900;357.226;70;70
325200;357.226;70;70
325500;357.654;70;70
325801;357.654;70;70
326100;357.654;70;70
326400;358.0819;70;70
326700;358.0819;70;70
327000;358.0819;70;70
327300;358.5;70;70
327600;358.5;70;70
327901;358.5;70;70
328200;358.5;70;70
328500;358.918;70;70
328801;358.918;70;70
329100;358.918;70;70
329400;359.3361;70;70
329700;359.3361;70;70
330000;359.3361;70;70
330300;359.7541;70;70
330600;359.7541;70;70
330900;359.7541;70;70
331200;359.7541;70;70
331500;360.1722;70;70
331800;360.1722;70;70
332100;360.1722;70;70
332401;360.5803;70;70
332701;360.5803;70;70
333001;360.5803;70;70
333300;360.9884;70;70
333600;360.9884;70;70
333901;360.9884;70;70
334201;360.9884;70;70
334500;361.3965;70;70
334801;361.3965;70;70
335100;361.3965;70;70
335400;361.8047;70;70
335700;361.8047;70;70
336000;361.8047;70;70
336300;362.2028;70;70
336600;362.2028;70;70
336900;362.2028;70;70
337200;362.2028;70;70
337500;362.601;70;70
337801;362.601;70;70
338101;362.601;70;70
338400;362.9991;70;70
338700;362.9991;70;70
339000;362.9991;70;70
339300;363.3991;70;70
339600;363.3973;70;70
339900;363.3973;70;70
340200;363.3973;70;70
340500;363.7855;70;70
340801;363.7855;70;70
341100;363.7855;70;70
341401;364.1837;70;70
341700;364.1837;70;70
342001;364.1837;70;70
342301;364.5737;70;70
342600;364.572;70;70
342901;364.572;70;70
343200;364.572;70;70
343500;364.9602;70;70
343801;364.9602;70;70
344101;364.9602;70;70
344400;365.3385;70;70
344700;365.3385;70;70
345000;365.3385;70;70
345300;365.3385;70;70
345601;365.7267;70;70
345900;365.7267;70;70
346200;365.7267;70;70
346500;366.105;70;70
346800;366.105;70;70
347101;366.105;70;70
